License First Date,Facility Status,Facility Telephone Number,Facility Number,Facility State,Regional Office,Inspection Visits,Other TypeA,Citation Numbers,POC Dates,Other TypeB,,"Complaint Information - Date, #Sub Alleg, # Inc Alleg, # TypeA, # TypeB .....",Other Visits,longitude,Facility Type,Inspection Visit Dates,Facility Zip,County Name,Facility Address,All Visit Dates,Complaint Visits,Licensee,Facility Name,Facility Administrator,Facility City,latitude,Inspect TypeB,Facility Capacity,Inspect TypeA,Total Visits,Last Visit Date,Other Visit Dates,Closed Date
6/30/2010,CLOSED,(714) 527-4888,306004230,CA,22,1,0,,,0,,No Complaints,3,-118.000989,ADULT DAY PROGRAM,04/09/2013,92801,ORANGE,"3150 W. LINCOLN AVE., #108","04/09/2013, 12/12/2012, 11/28/2012, 08/01/2011",0,"ANAHEIM ADULT CARE, INC.",ANAHEIM ADULT DAY CARE,"FRANCO, AMED",ANAHEIM,33.830808,0,45,0,4,4/9/2013,"12/12/2012, 11/28/2012, 08/01/2011",4/22/2013
4/22/2013,LICENSED,(714) 527-4888,306004534,CA,22,2,0,"H&S 1550 (c), 82065	","02/09/2015, 02/09/2015",0,"['1', '0', '2', '0']",02/20/2015,4,-117.974206,ADULT DAY PROGRAM,"03/18/2015, 03/21/2016",92801,ORANGE,"2557 WOODLAND DRIVE, W.","03/21/2016, 03/18/2015, 02/06/2015, 02/06/2015, 09/22/2014, 09/20/2013, 02/27/2013",1,"ANAHEIM ADULT DAY CARE, INC.",ANAHEIM ADULT DAY CARE,AMANDA CARILLO,ANAHEIM,33.850027,0,75,0,7,3/21/2016,"02/06/2015, 09/22/2014, 09/20/2013, 02/27/2013",
3/20/2015,LICENSED,(619) 357-7627,374603575,CA,08,0,0,,,0,,No Complaints,3,-116.971147,ADULT DAY PROGRAM,,92020,SAN DIEGO,860 SOUTH JOHNSON AVENUE,"02/03/2015, 09/26/2014, 09/11/2014",0,"ANGEL HOUSE, LLC, THE","ANGEL HOUSE, THE","MALVESTUTO, CHERYL",EL CAJON,32.784484,0,6,0,3,2/3/2015,"02/03/2015, 09/26/2014, 09/11/2014",
6/17/2008,LICENSED,(760) 329-6471,336413159,CA,18,2,0,"H & S 1503.2, 82088(e)(1), 82087(a) , 82087(a)(3) ","04/26/2016, 05/02/2016, 05/02/2016, 05/02/2016",0,,No Complaints,2,-116.484493,ADULT DAY PROGRAM,"04/25/2016, 03/12/2015",92240,RIVERSIDE,12379 MIRACLE HILL ROAD,"04/25/2016, 03/12/2015, 02/13/2013, 02/02/2012",0,ANGEL VIEW CRIPPLED CHILDREN'S FOUNDATION INC.,ANGEL VIEW ADULT DAY CARE,MELISSA ACOSTA,DESERT HOT SPRINGS,33.958641,3,75,1,4,4/25/2016,"02/13/2013, 02/02/2012",
1/27/1989,LICENSED,(213) 221-5177,191890446,CA,28,1,0,82088(e)(1),09/08/2015,0,,No Complaints,0,-118.17259,ADULT DAY PROGRAM,08/31/2015,90032,LOS ANGELES,2457 ENDICOTT ST.,08/31/2015,0,ANNE SIPPI CLINIC,ANNE SIPPI CLINIC,"LINER, JERRY",LOS ANGELES,34.075497,1,5,0,1,8/31/2015,,
10/31/2014,LICENSED,(559) 577-4239,107206793,CA,24,0,0,,,0,,No Complaints,3,-119.856976,ADULT DAY PROGRAM,,93722,FRESNO,3581 W. HOLLAND AVE.,"10/31/2014, 09/30/2014, 07/30/2014",0,AMVA CORPORATION,APIQUE BEHAVIORAL SERVICES,"HEKIMIAN, VARTAN",FRESNO,36.797178,0,105,0,3,10/31/2014,"10/31/2014, 09/30/2014, 07/30/2014",
5/21/2001,CLOSED,(408) 926-9577,435200911,CA,26,0,0,"82091(a)(4), 82078, 82061(a)(1)(D), 82068.5(b), 82092.2(a), 82065(f)(5)","08/06/2012, 08/06/2012, 08/06/2012, 08/06/2012, 08/06/2012, 08/06/2012",0,"['4', '0', '1', '5', '06/14/2012', '0', '1', '0', '0']",09/26/2012,0,-121.828202,ADULT DAY PROGRAM,,95127,SANTA CLARA,242 LA PALA DRIVE,"02/23/2012, 07/30/2012",2,"LAUREL, MARY ANN",APOLLO ADULT DAY PROGRAM,"LAUREL, MARY ANN",SAN JOSE,37.377581,0,80,0,2,7/30/2012,,11/29/2012
,CLOSED,(408) 926-9577,435202317,CA,26,0,0,,,0,,No Complaints,0,-121.879928,ADULT DAY PROGRAM,,95112,SANTA CLARA,303 NORTH 15TH STREET,,0,APOLLO ADULT DAY PROGRAM,APOLLO ADULT DAY PROGRAM,MS. MARY ANN LAUREL,SAN JOSE,37.347429,0,80,0,0,,,7/26/2012
,CLOSED,(408) 926-9577,435202263,CA,26,0,0,,,0,,No Complaints,0,-121.879928,ADULT DAY PROGRAM,,95112,SANTA CLARA,303 N. 15TH ST.,,0,"APOLLO, INC.",APOLLO ADULT DAY PROGRAM,MARY ANN M. LAUREL,SAN JOSE,37.347429,0,80,0,0,,,11/3/2011
11/29/2012,CLOSED,(408) 280-1500,435202341,CA,26,2,6,"82087(a), 82087(a)(3), 82019(e)(1), 82019(e)(2), 82019(e)(3), 82068(a), 82068.2(a), 82065(a), 82022 (d), 82078, 85068.3 (b)(2), 82022(h), 82065(k), 82022(e), 82063(a), 82012(a), 82069(f)(4)(A), 82068.2(d)(1), 82078, 82068.2(a), 82069(a)","11/10/2014, 10/15/2013, 09/12/2014, 07/30/2014, 07/30/2014, 07/24/2014, 07/23/2014, 07/23/2014, 11/24/2014, 02/23/2015, 02/27/2015, 10/29/2014, 10/29/2014, 09/02/2014, 09/02/2014, 09/02/2014, 09/02/2014, 07/24/2014, 03/12/2014, 02/05/2014, 02/05/2014",12,,No Complaints,15,-121.879928,ADULT DAY PROGRAM,"11/10/2014, 10/15/2013",95112,SANTA CLARA,303 NORTH 15TH STREET,"02/20/2015, 02/06/2015, 11/14/2014, 11/10/2014, 10/15/2014, 10/02/2014, 09/12/2014, 08/12/2014, 07/29/2014, 07/23/2014, 05/07/2014, 04/11/2014, 02/19/2014, 01/22/2014, 10/15/2013, 10/25/2012, 10/23/2012",0,MS. MARY ANN LAUREL,APOLLO ADULT DAY PROGRAM,MS. MARY ANN LAUREL,SAN JOSE,37.347429,1,120,2,17,2/20/2015,"02/20/2015, 02/06/2015, 11/14/2014, 10/15/2014, 10/02/2014, 09/12/2014, 08/12/2014, 07/29/2014, 07/23/2014, 05/07/2014, 04/11/2014, 02/19/2014, 01/22/2014, 10/25/2012, 10/23/2012",3/12/2015
3/12/2015,LICENSED,(408) 280-1500,435202395,CA,26,0,3,"82065.5(a)(1), 82019(e)(2), 82069(b)(4)(5), 82078, 82022(a), 85064(b), 82022(a), 82068.3(a), 82069(a)","05/18/2016, 10/08/2015, 05/07/2015, 05/07/2015, 03/18/2016, 07/03/2015, 07/06/2015, 05/13/2015, 05/13/2015",2,"['1', '0', '0', '1', '10/22/2015', '0', '2', '0', '0', '07/27/2015', '1', '0', '0', '2']",03/28/2016,4,-121.879928,ADULT DAY PROGRAM,,95112,SANTA CLARA,303 NORTH 15TH STREET,"03/11/2016, 02/10/2016, 10/08/2015, 10/08/2015, 07/03/2015, 07/02/2015, 05/06/2015, 10/15/2013",4,"APOLLO ADP, INC.",APOLLO ADULT DAY PROGRAM,MS. MARY ANN LAUREL,SAN JOSE,37.347429,0,120,0,8,5/17/2016,"02/10/2016, 10/08/2015, 05/06/2015, 10/15/2013",
10/8/2013,LICENSED,(209) 956-0290,397005196,CA,27,0,0,,,0,,No Complaints,2,-118.999776,ADULT DAY PROGRAM,,95376,SAN JOAQUIN,"324 E. 11TH STREET., STE. C&D","09/30/2013, 09/17/2013",0,"UNITED CEREBRAL PALSY OF SAN JOAQ., CALAVER, & AMA",APPLIED ABILITIES PROGRAM,"FILEDER, CORINNE",TRACY,35.367807,0,60,0,2,9/30/2013,"09/30/2013, 09/17/2013",
7/1/2003,LICENSED,(831) 662-8708,445201411,CA,26,5,0,,,0,,No Complaints,1,-121.899266,ADULT DAY PROGRAM,"07/21/2015, 07/30/2014, 07/15/2013, 05/10/2012, 07/27/2011",95003,SANTA CRUZ,8056 VALENCIA ST.,"07/21/2015, 07/30/2014, 07/15/2013, 05/10/2012, 09/01/2011, 07/27/2011",0,HOPE REHABILITATION SERVICES,APTOS SENIOR ACTIVITY CENTER,MAUNA MORRIS,APTOS,36.977122,0,42,0,6,7/21/2015,09/01/2011,
,CLOSED,(619) 884-2684,374603422,CA,08,0,0,,,0,,No Complaints,0,-117.038738,ADULT DAY PROGRAM,,91942,SAN DIEGO,"7373 UNIVERSITY AVE, STE.110",,0,"ARBOR ADULT DAY PROGRAM, INC",ARBOR ADULT DAY PROGRAM INC,NICOLE GUIBERT,LA MESA,32.756365,0,40,0,0,,,10/22/2013
7/15/1993,LICENSED,(619) 444-9417,370803149,CA,08,2,0,"82088(e)(1), 82087(a), 82087(a), 82019(2), 82087(a), 82087(a), 82088(e)(1), 82088, 82087(a), 82077.4","09/28/2012, 09/23/2011, 09/23/2011, 09/23/2011, 09/28/2012, 10/24/2011, 10/24/2011, 10/24/2011, 10/24/2011, 10/24/2011",0,"['0', '1', '0', '0', '03/03/2013', '0', '1', '0', '0']",04/22/2015,5,-116.931683,ADULT DAY PROGRAM,"09/26/2012, 09/23/2011",92019,SAN DIEGO,1374 E. LEXINGTON AVENUE,"03/30/2015, 03/30/2015, 12/02/2014, 07/24/2013, 12/17/2012, 12/06/2012, 09/26/2012, 10/24/2011, 09/23/2011",2,ARC-EAST COUNTY CHAPTER,ARC-EAST COUNTY TRAINING CENTER,MONICA PERALTA,EL CAJON,32.793073,6,180,4,9,3/30/2015,"03/30/2015, 12/02/2014, 07/24/2013, 12/17/2012, 10/24/2011",
1/13/2003,LICENSED,(805) 933-9029,565800867,CA,31,1,1,"?1503.2	, 82078(a)","12/15/2015, 06/14/2011",0,,No Complaints,3,-118.110263,ADULT DAY PROGRAM,12/14/2015,93060,VENTURA,116 NORTH 10TH STREET,"12/14/2015, 05/13/2015, 04/19/2013, 06/14/2011",0,"ARC VENTURA, INC",ARC-HERITAGE VALLEY,YESENIA GONZALES,SANTA PAULA,34.011272,0,90,1,4,12/14/2015,"05/13/2015, 04/19/2013, 06/14/2011",
8/31/1998,LICENSED,(805) 646-5186,565800360,CA,29,1,9,"80078(a), 80072(a)(1), 80075(b)(5)(c), 82088(e)(1), 80075(n)(5), 80078(a), 82075(b), 82078, 80078(a), 80072(F), 80078(a), 80078(a), 80078(a), 80078, 80061(a), 80061(b)(1)(A), 80061(b)(1)(E)","09/06/2011, 09/07/2011, 08/26/2011, 08/26/2011, 09/02/2011, 04/11/2016, 06/11/2015, 04/17/2012, 02/09/2012, 02/13/2012, 02/09/2012, 10/12/2011, 10/03/2011, 06/21/2011, 09/07/2011, 04/11/2016, 02/24/2012",2,"['2', '0', '2', '1']",09/08/2011,10,-119.248953,ADULT DAY PROGRAM,08/25/2011,93023,VENTURA,210 CANADA,"04/08/2016, 06/08/2015, 08/20/2014, 01/15/2014, 01/09/2014, 04/17/2012, 02/09/2012, 10/12/2011, 09/21/2011, 09/06/2011, 08/25/2011, 06/21/2011",1,"ARC-VENTURA COUNTY, INC. A NON-PROFIT CORPORATION",ARC-OJAI ENRICHMENT CENTER,AMBER LUNDEEN,OJAI,34.449227,0,105,3,12,4/8/2016,"04/08/2016, 06/08/2015, 08/20/2014, 01/15/2014, 01/09/2014, 04/17/2012, 02/09/2012, 10/12/2011, 09/21/2011, 06/21/2011",
2/26/2001,CLOSED,(415) 268-0135,385600138,CA,14,1,0,"82072(a)(3), 82072(b)(13), 82023(d)	, 80078(a)","09/28/2011, 09/28/2011, 02/27/2015, 03/21/2013",1,"['1', '0', '0', '2']",06/14/2012,7,-122.413969,ADULT DAY PROGRAM,02/13/2015,94133,SAN FRANCISCO,416 BAY STREET,"08/21/2015, 07/30/2015, 02/13/2015, 01/08/2014, 08/22/2013, 03/21/2013, 01/04/2013, 09/07/2011, 07/21/2011",1,"ARC SAN FRANCISCO, INC.,THE","ARC-SF/COMMUNITY TRAINING PROGRAMS, THE",HALEY BOGOSIAN,SAN FRANCISCO,37.80579,1,60,0,9,8/21/2015,"08/21/2015, 07/30/2015, 01/08/2014, 08/22/2013, 03/21/2013, 01/04/2013, 07/21/2011",8/11/2015
7/7/2000,LICENSED,(707) 552-2935,486800885,CA,21,2,0,"8207(a)(3), 82075(L)(1), 82061(a) , 82069(a), 82025(b), 82064(d), 82065g1b1, 82088(e)(1), 82065.1, 82025","02/09/2013, 02/09/2013, 04/29/2016, 05/06/2016, 05/06/2016, 05/06/2016, 05/13/2016, 02/22/2013, 02/22/2013, 02/22/2013",0,,No Complaints,1,-122.253904,ADULT DAY PROGRAM,"04/26/2016, 02/07/2013",94590,SOLANO,3272 SONOMA BLVD #4,"04/26/2016, 02/07/2013, 06/16/2011",0,ALTERNATIVES IN CURRICULM & TRAINING,"ARC-SOLANO, THE",MICHAEL C. HUCKINS,VALLEJO,38.117801,8,30,2,3,4/26/2016,06/16/2011,
1/14/1985,LICENSED,(661) 763-1532,150404353,CA,24,3,0,"82069(a) & (b), 82075(l)(6)","06/26/2015, 05/28/2015",0,,No Complaints,0,-119.454687,ADULT DAY PROGRAM,"04/12/2016, 05/21/2015, 12/20/2012",93268,KERN,204 VAN BUREN STREET,"04/12/2016, 05/21/2015, 12/20/2012",0,ASSOCIATION FOR RETARDED CITIZENS-TAFT,"ARC-TAFT, THE","HAGSTROM, MARYANN",TAFT,35.153599,2,45,0,3,4/12/2016,,
7/20/2005,LICENSED,(805) 644-0880,565801079,CA,31,1,10,"82087(a)(3), 82075(b), 82079(e)(3), 82075(b), 82075(5)(b), 82075(b), 82069(b), 80075(b), 80054(e), 80075(n)(1), 80075(b), 82076(a)13(17), 82061(a)","06/05/2015, 02/05/2015, 02/21/2014, 04/09/2012, 04/06/2012, 04/10/2012, 04/06/2012, 10/12/2011, 10/12/2011, 06/06/2011, 06/06/2011, 06/05/2015, 02/19/2015",1,,No Complaints,10,-119.222606,ADULT DAY PROGRAM,05/27/2015,93003,VENTURA,5101 WALKER STREET,"05/27/2015, 01/29/2015, 01/21/2015, 07/24/2014, 07/15/2014, 02/14/2014, 06/05/2012, 05/17/2012, 04/04/2012, 10/12/2011, 06/06/2011",0,"ARC OF VENTURA COUNTY, INC., THE",ARC-VENTURA COUNTY (WALKER STREET),ALICIA GOMEZ,VENTURA,34.259329,1,90,1,11,5/27/2015,"01/29/2015, 01/21/2015, 07/24/2014, 07/15/2014, 02/14/2014, 06/05/2012, 05/17/2012, 04/04/2012, 10/12/2011, 06/06/2011",
9/26/2008,CLOSED,(559) 226-6268,107204191,CA,24,1,5,"82087(c), 82065(a), 82076(22)(c), 82075(5)(B), 82075(a), 8000","09/17/2012, 07/09/2014, 01/29/2014, 08/21/2013, 10/27/2011, 08/11/2011",0,,No Complaints,7,-119.871643,ADULT DAY PROGRAM,09/14/2012,93722,FRESNO,5184 N. BLYTHE #101,"01/28/2015, 07/09/2014, 01/29/2014, 08/21/2013, 09/14/2012, 04/19/2012, 10/27/2011, 08/11/2011",0,ARC FRESNO,ARC FRESNO BLYTHE TRAINING CENTER,"RAMIREZ, LORI",FRESNO,36.811939,0,60,1,8,1/28/2015,"01/28/2015, 07/09/2014, 01/29/2014, 08/21/2013, 04/19/2012, 10/27/2011, 08/11/2011",3/10/2015
7/7/2006,LICENSED,(559) 226-6268,107203365,CA,24,2,5,"80087(a)(1), 80019(e)(1), 80075(n)(5), 80065(a), 80075(b)(5)(B), 82078, 82078 , 80078(a)","12/17/2015, 09/20/2012, 08/04/2011, 07/20/2015, 07/17/2014, 08/20/2013, 09/05/2012, 07/18/2011",0,,No Complaints,6,-119.85612,ADULT DAY PROGRAM,"09/18/2012, 08/04/2011",93711,FRESNO,4567 N. MARTY,"07/20/2015, 12/03/2014, 07/17/2014, 08/20/2013, 09/18/2012, 09/04/2012, 08/04/2011, 07/18/2011",0,ARC FRESNO,ARC FRESNO ENRICHMENT CENTER,JAMIE MARRASH,FRESNO,36.802259,0,125,2,8,12/16/2015,"07/20/2015, 12/03/2014, 07/17/2014, 08/20/2013, 09/04/2012, 07/18/2011",
7/18/2006,CLOSED,(559) 846-8003,107203426,CA,24,0,0,,,0,,No Complaints,1,-120.059838,ADULT DAY PROGRAM,,93630,FRESNO,662 S. MADERA AVENUE,12/17/2014,0,ARC FRESNO,ARC FRESNO KERMAN PRODUCTION CENTER,"RAMIREZ, LORI",KERMAN,36.724873,0,30,0,1,12/17/2014,12/17/2014,1/14/2015
6/15/2007,LICENSED,(559) 638-5959,107203534,CA,24,1,8,"82087(a), 80065(i)(2), 82075(B), 82075(b), 82078, 80075(5)(B), 80054(b)(1)	, 82078, 80075(5)(B), 82078, 82087(a), 80086(a)","12/20/2013, 04/29/2015, 12/13/2013, 10/14/2013, 10/14/2013, 04/19/2012, 02/21/2012, 02/21/2012, 08/23/2011, 08/23/2011, 12/20/2013, 05/06/2015",0,"['2', '0', '1', '1']",01/10/2014,5,-119.449154,ADULT DAY PROGRAM,04/22/2015,93654,FRESNO,1613 12TH STREET,"04/22/2015, 12/13/2013, 12/13/2013, 12/13/2013, 09/30/2013, 04/19/2012, 02/21/2012, 08/23/2011",2,ARC FRESNO,ARC FRESNO REEDLEY TRAINING CENTER,"RAMIREZ, LORI",REEDLEY,36.596181,1,45,1,8,4/22/2015,"12/13/2013, 09/30/2013, 04/19/2012, 02/21/2012, 08/23/2011",
1/15/2015,LICENSED,(559) 271-9612,107206895,CA,24,0,1,82072(a)(2),08/28/2015,0,,No Complaints,2,-120.054111,ADULT DAY PROGRAM,,93630,FRESNO,14550 W. CALIFORNIA AVENUE,"08/27/2015, 12/17/2014",0,"ARC FRESNO/MADERA COUNTIES, LORI RAMIREZ","ARC FRESNO/MADERA COUNTIES, KERMAN TRAINING CTR.","LIDDLE, THERESA",KERMAN,36.720216,0,100,0,2,8/27/2015,"08/27/2015, 12/17/2014",
11/21/2014,LICENSED,(760) 353-7440,134603455,CA,08,0,0,,,0,,No Complaints,2,-118.264939,ADULT DAY PROGRAM,,92243,IMPERIAL,1291 SOUTH HOPE STREET,"05/14/2014, 05/16/2014",0,ARC-IMPERIAL VALLEY,ARC IV BEHAVIOR MANAGEMENT PROGRAM,MARIA NEGRETE,EL CENTRO,34.040006,0,70,0,2,5/16/2014,"05/14/2014, 05/16/2014",
,PENDING,(760) 352-0309,134603455,CA,08,0,0,,,0,,No Complaints,2,-118.264939,ADULT DAY PROGRAM,,92243,IMPERIAL,1291 S. HOPE STREET,"05/14/2014, 05/16/2014",0,ARC IMPERIAL VALLEY,ARC IV BEHAVIOR MANAGEMENT PROGRAM,ARTURO SANTOS,EL CENTRO,34.040006,0,70,0,2,,"05/14/2014, 05/16/2014",
3/31/2004,LICENSED,(760) 353-7440,134601955,CA,08,2,0,,,0,,No Complaints,0,-118.112553,ADULT DAY PROGRAM,"05/16/2014, 08/14/2012",92244,IMPERIAL,298 E. ROSS AVE,"05/16/2014, 08/14/2012",0,ARC IMPERIAL VALLEY,ARC IV DEVELOPMENT CENTER,MARIA NEGRETE,EL CENTRO,34.072222,0,70,0,2,5/16/2014,,
2/24/2012,LICENSED,(510) 357-3569,019200406,CA,15,1,0,"82087(a), 82088.2(a), 82087(d), 82075(g)(1)(G), 82023(d), 82068.2(d)(1), 82065(g)(1), 82036(a)","02/24/2016, 02/18/2016, 02/24/2016, 02/24/2016, 02/24/2016, 02/24/2016, 02/24/2016, 03/23/2012",1,"['0', '1', '0', '0']",10/19/2015,4,-122.172869,ADULT DAY PROGRAM,02/17/2016,94577,ALAMEDA,14700 DOOLITTLE DRIVE,"02/17/2016, 10/07/2015, 10/07/2015, 05/24/2012, 04/26/2012, 04/06/2012, 03/09/2012",2,ARC OF ALAMEDA COUNTY,"ARC OF ALAMEDA COUNTY SAN LEANDRO SCOPE, THE",CECILIA CHAU-CONNOLLY,SAN LEANDRO,37.691997,7,70,0,7,6/3/2016,"05/24/2012, 04/26/2012, 04/06/2012, 03/09/2012",
7/9/2004,LICENSED,(510) 357-3569,019200135,CA,15,1,0,"82078 , 82068 (b), 82068.2d1","05/25/2012, 06/04/2012, 06/04/2012",1,"['2', '0', '0', '2']",06/11/2012,7,-122.075065,ADULT DAY PROGRAM,07/24/2013,94541,ALAMEDA,1101 WALPERT STREET,"04/22/2016, 07/29/2014, 02/25/2014, 12/19/2013, 10/15/2013, 07/24/2013, 07/30/2012, 05/25/2012, 05/25/2012",1,ARC OF ALAMEDA CO WALPERT ALTERNATIVE VENTURES PRO,"ARC OF ALAMEDA COUNTY WALPERT AVP, THE","TUTTLE, RENEE",HAYWARD,37.668655,0,120,0,9,4/22/2016,"04/22/2016, 07/29/2014, 02/25/2014, 12/19/2013, 10/15/2013, 07/30/2012, 05/25/2012",
6/18/2010,LICENSED,(510) 357-3569,019200361,CA,15,1,1,"82087(a)(3), 82019(e)(2) , 82019(f)(1), 80088(e)(1)","06/19/2015, 06/19/2015, 08/19/2011, 06/24/2015",0,,No Complaints,5,-117.271553,ADULT DAY PROGRAM,06/18/2015,94577,ALAMEDA,14700 DOOLITTLE STREET,"04/05/2016, 06/18/2015, 01/12/2015, 10/15/2013, 08/18/2011, 08/18/2011",0,"ARC OF ALAMEDA COUNTY, THE","ARC OF ALAMEDA CO. ALTERNATIVE VENTURES PROG., THE",SHANNON JURICH,SAN LEANDRO,34.095781,1,60,2,6,4/5/2016,"04/05/2016, 01/12/2015, 10/15/2013, 08/18/2011, 08/18/2011",
4/13/2005,CLOSED,(510) 357-3727,019200155,CA,15,0,0,,,0,,No Complaints,0,-122.166642,ADULT DAY PROGRAM,,94577,ALAMEDA,2700 MERCED STREET,,0,"ARC OF ALAMEDA COUNTY, THE",ARC OF ALAMEDA CO. SAN LEANDRO SCOPE,ANDREA WHITE,SAN LEANDRO,37.703263,0,70,0,0,4/14/2011,,2/24/2012
11/16/1999,LICENSED,(510) 477-0899,015600390,CA,15,1,0,"82070(b), 82069(b)4, 82087(a)3, 82087(a)","01/12/2012, 01/12/2012, 01/12/2012, 01/19/2012",0,,No Complaints,3,-122.659155,ADULT DAY PROGRAM,12/30/2011,94587,ALAMEDA,34135 SEVENTH STREET,"05/13/2016, 12/10/2013, 12/30/2011, 08/16/2011",0,"ARC-ALAMEDA COUNTY, THE","ARC OF ALAMEDA CO., UC SCOPE/ALTERNATIVE VENTURES",PHYLLIS PIPPINS-ROBERSON,UNION CITY,38.973224,4,149,0,4,5/13/2016,"05/13/2016, 12/10/2013, 08/16/2011",
10/27/1994,LICENSED,(209) 754-4001,057000034,CA,27,1,0,82019(e)(2),10/30/2013,0,,No Complaints,0,-119.71376,ADULT DAY PROGRAM,10/29/2013,95249,CALAVERAS,153 BELLVIEW,10/29/2013,0,"ARC OF AMADOR AND CALAVERAS, THE","ARC OF AMADOR AND CALAVERAS, THE",KARYN GREGORIUS,SAN ANDREAS,37.05634,0,40,1,1,12/29/2015,,
10/27/1994,LICENSED,(209) 267-5978,037000102,CA,27,2,0,82061(a),10/18/2013,0,,No Complaints,0,-120.806341,ADULT DAY PROGRAM,"10/27/2015, 10/16/2013",95685,AMADOR,75 ACADEMY DRIVE,"10/27/2015, 10/16/2013",0,ARC OF AMADOR/CALAVERAS,ARC OF AMADOR/CALAVERAS,KARYN GREGORIUS,SUTTER CREEK,38.377879,1,45,0,2,10/27/2015,,
2/28/2008,LICENSED,(530) 532-1272,045002089,CA,25,1,0,"82075(f), 820087(a)","10/10/2013, 11/04/2013",0,,No Complaints,0,-121.543123,ADULT DAY PROGRAM,10/03/2013,95966,BUTTE,2745 ORO DAM BLVD.,10/03/2013,0,"ARC OF BUTTE COUNTY, INC., THE","ARC OF BUTTE COUNTY - OROVILLE, THE","MCGINNIS, MICHAEL",OROVILLE,39.508501,2,45,0,1,10/3/2013,,
3/3/1999,LICENSED,(530) 891-5865,045000756,CA,25,2,0,"82087(d), 82070(10)","10/24/2014, 10/24/2014",0,,No Complaints,1,-121.822203,ADULT DAY PROGRAM,"10/03/2014, 01/18/2012",95928,BUTTE,2040 PARK AVE,"10/03/2014, 04/10/2012, 01/18/2012",0,"ARC OF BUTTE COUNTY, THE","ARC OF BUTTE COUNTY, THE","MCGINNIS, MICHAEL",CHICO,39.718428,2,90,0,3,10/3/2014,04/10/2012,
7/18/2011,LICENSED,(760) 740-6800,374603127,CA,08,0,3,"82065.5 b , 82087  3 a , 82078 A ","02/05/2015, 08/24/2011, 08/24/2011",0,,No Complaints,9,-117.130868,ADULT DAY PROGRAM,,92069,SAN DIEGO,"1336 RANCHEROS DRIVE, STE 100","03/25/2016, 03/18/2016, 02/26/2016, 02/17/2016, 02/05/2016, 02/03/2015, 09/20/2012, 08/18/2011, 07/14/2011",0,"ARC OF SAN DIEGO-NORTH COUNTY TRAINING CENTER, THE","ARC OF SAN DIEGO-NORTH COUNTY TRAINING CENTER, THE","ORCUTT, LAURA",SAN MARCOS,33.13588,0,200,0,9,3/25/2016,"03/25/2016, 03/18/2016, 02/26/2016, 02/17/2016, 02/05/2016, 02/03/2015, 09/20/2012, 08/18/2011, 07/14/2011",
9/26/1993,LICENSED,(619) 427-7524,370803192,CA,08,1,0,"82078, 85077(a), 80078(a), 82087  A 3 , 82065 F 9 A 1 ","02/12/2016, 11/06/2015, 11/06/2015, 07/22/2011, 02/12/2016",0,"['2', '0', '1', '1', '11/19/2015', '1', '0', '2', '0', '12/08/2014', '0', '1', '0', '0', '09/17/2011', '0', '1', '0', '0']",03/03/2016,13,-117.043028,ADULT DAY PROGRAM,07/08/2011,91911,SAN DIEGO,1280 NOLAN AVENUE,"03/30/2016, 02/12/2016, 11/24/2015, 11/05/2015, 06/26/2015, 04/14/2015, 08/06/2014, 02/24/2014, 07/12/2013, 03/22/2013, 03/07/2013, 02/20/2013, 11/27/2012, 10/16/2012, 07/05/2012, 11/08/2011, 09/07/2011, 07/08/2011",4,ASSOCIATION FOR RETARDED CITIZENS-STARLIGHT CENTER,"ARC OF SAN DIEGO - STARLIGHT CENTER, THE",TERRI THORN,CHULA VISTA,32.614923,0,186,1,18,3/30/2016,"03/30/2016, 11/24/2015, 06/26/2015, 04/14/2015, 02/24/2014, 07/12/2013, 03/22/2013, 03/07/2013, 02/20/2013, 11/27/2012, 10/16/2012, 07/05/2012, 11/08/2011",
5/22/1993,CLOSED,(760) 726-2250,370808542,CA,08,0,0,,,0,,No Complaints,0,-117.253447,ADULT DAY PROGRAM,,92083,SAN DIEGO,1221 RIDGE ROAD,,0,"ASSOC. FOR RETARDED CITIZENS, N. SAN DIEGO COUNTY","ARC OF SAN DIEGO, THE",LAURA ORCUTT,VISTA,33.181695,0,125,0,0,1/9/2008,,7/18/2011
12/13/1992,LICENSED,(858) 715-3780,370808543,CA,08,1,3,"80078(a) , 82072 A 3, 82065(a), 82065(a), 87468(a)(3), 82072(a)(8), 82065.1(a)(1), 82019(f)(1)","06/18/2014, 05/03/2012, 05/24/2016, 04/05/2016, 09/21/2013, 01/23/2015, 08/25/2015, 09/27/2013",2,"['0', '1', '0', '0', '03/05/2015', '1', '0', '0', '1', '12/02/2014', '1', '0', '1', '0', '05/10/2012', '1', '0', '1', '0']",02/23/2016,9,-117.123196,ADULT DAY PROGRAM,10/11/2011,92123,SAN DIEGO,9575 AERO DRIVE,"05/24/2016, 04/04/2016, 04/01/2016, 02/02/2016, 07/28/2015, 12/30/2014, 07/23/2014, 07/23/2014, 07/22/2014, 07/03/2014, 06/17/2014, 09/20/2013, 05/03/2012, 10/11/2011",4,"ARC OF SAN DIEGO, THE","ARC OF SAN DIEGO, THE",STEPHEN HOJSAN,SAN DIEGO,32.80764,0,152,0,14,5/24/2016,"05/24/2016, 04/04/2016, 04/01/2016, 07/28/2015, 07/23/2014, 07/23/2014, 07/22/2014, 07/03/2014, 09/20/2013",
